url,name,ticker
https://www.screener.in/company/NIRLON/,Nirlon,NIRLON
https://www.screener.in/company/544621/,SSMD Agrotech,544621
https://www.screener.in/company/521178/,Sri Ramakr. Mill,521178
https://www.screener.in/company/IGIL/,International Gemological Instit,IGIL
https://www.screener.in/company/523309/,Shri Gang Indus,523309
https://www.screener.in/company/543619/consolidated/,Concord Control,543619
https://www.screener.in/company/ENGINERSIN/consolidated/,Engineers India,ENGINERSIN
https://www.screener.in/company/BAJAJCON/consolidated/,Bajaj Consumer,BAJAJCON
https://www.screener.in/company/HCLTECH/consolidated/,HCL Technologies,HCLTECH
https://www.screener.in/company/SONATSOFTW/consolidated/,Sonata Software,SONATSOFTW
https://www.screener.in/company/VIKRAMSOLR/consolidated/,Vikram Solar,VIKRAMSOLR
https://www.screener.in/company/EICHERMOT/consolidated/,Eicher Motors,EICHERMOT
https://www.screener.in/company/540782/consolidated/,Sanghvi Brands,540782
https://www.screener.in/company/KFINTECH/consolidated/,KFin Technolog.,KFINTECH
https://www.screener.in/company/ARROWGREEN/consolidated/,Arrow Greentech,ARROWGREEN
https://www.screener.in/company/ANTHEM/consolidated/,Anthem Bioscienc,ANTHEM
https://www.screener.in/company/522017/,Fluidomat,522017
https://www.screener.in/company/SHARDACROP/consolidated/,Sharda Cropchem,SHARDACROP
https://www.screener.in/company/PUSHPA/,Pushpa Jewellers,PUSHPA
https://www.screener.in/company/KIRLPNU/,Kirl.Pneumatic,KIRLPNU
https://www.screener.in/company/539479/,GTV Engineering,539479
https://www.screener.in/company/ALLDIGI/consolidated/,Alldigi Tech,ALLDIGI
https://www.screener.in/company/LUPIN/consolidated/,Lupin,LUPIN
https://www.screener.in/company/ECOSMOBLTY/consolidated/,Ecos (India),ECOSMOBLTY
https://www.screener.in/company/RPEL/consolidated/,Raghav Product.,RPEL
https://www.screener.in/company/MSTCLTD/consolidated/,MSTC,MSTCLTD
https://www.screener.in/company/544400/,Manoj Jewellers,544400
https://www.screener.in/company/SHAILY/,Shaily Engineer.,SHAILY
https://www.screener.in/company/MPEL/,Manas Polymers,MPEL
https://www.screener.in/company/544387/,Desco Infra.,544387
https://www.screener.in/company/HEXT/consolidated/,Hexaware Tech.,HEXT
https://www.screener.in/company/MGSL/,Matrix Geo Sol.,MGSL
https://www.screener.in/company/543244/consolidated/,Shine Fashions,543244
https://www.screener.in/company/TATAELXSI/,Tata Elxsi,TATAELXSI
https://www.screener.in/company/SKMEGGPROD/consolidated/,SKM Egg Prod.,SKMEGGPROD
https://www.screener.in/company/530643/consolidated/,Eco Recyc.,530643
https://www.screener.in/company/544529/,Aptus Pharma,544529
https://www.screener.in/company/UNIVASTU/consolidated/,Univastu India,UNIVASTU
